observableId	observableName	observableFormula	noiseFormula
prev_hcw	Prevalence HCW	Rec_hcw / (Sus_hcw + Exp_hcw + Infc_hcw + Rec_hcw)	noiseParameter1_prev_hcw
prev_com	Prevalence Com.	Rec_com / (Sus_com + Exp_com + Infc_com + Rec_com)	noiseParameter1_prev_com
